imdb_key,actor,big5_openness_percentile,big5_openness_raw,big5_conscientiousness_percentile,big5_conscientiousness_raw,big5_extraversion_percentile,big5_extraversion_raw,big5_agreeableness_percentile,big5_agreeableness_raw,big5_neuroticism_percentile,big5_neuroticism_raw
tt0096895,ALFRED,0.8672479189794426,0.7842014846046176,0.0000196216174392,0.4362689270210965,0.0212258565935829,0.4604620268784134,0.3453143612427491,0.7263760401091244,0.0186117846215947,0.3499263441831245
tt0096895,ALICIA,0.9952478550812600,0.8314494938790296,0.3784734952126226,0.6136160152470984,0.6508938100143051,0.5683082526785386,0.8089417430788874,0.7769440456221739,0.8939601228796850,0.5377102310308589
tt0096895,BATMAN,0.9932516574469998,0.8275233300104906,0.1772341946965959,0.5848635869105356,0.3101989116088954,0.5289046846618672,0.2305121517233459,0.7128929135015833,0.6236078708460946,0.4851212124347218
tt0096895,BRUCE,0.9765968077357230,0.8121237789509734,0.1463465156804213,0.5789739986271163,0.3206963094025644,0.5302225990384624,0.5011568236423369,0.7423137112004920,0.5269963740077013,0.4711833765821365
tt0096895,"CUT TO:",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
tt0096895,DENT,0.9742662821424175,0.8108311802839148,0.6013791568273885,0.6400339023692697,0.6161182849892742,0.5641835613447738,0.0080530633021518,0.6465290166248490,0.9710857138240512,0.5743027164232751
tt0096895,DICK,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
tt0096895,ECKHARDT,0.9991906716748500,0.8493017655889902,0.2505809434582766,0.5966774420853755,0.6574560275024319,0.5691023445598099,0.1765515668105891,0.7052828644614224,0.8234764817277143,0.5197179620149921
tt0096895,EDDIE,0.8575916440206175,0.7827994448414678,0.1325800715440922,0.5760801513441693,0.1901931758445211,0.5118630283085742,0.2713331544448940,0.7179964153286205,0.9235339470737376,0.5479351607885883
tt0096895,"GOON I",0.9938910358681845,0.8286535223173789,0.0318324838597192,0.5415546662968316,0.2932790295038648,0.5267384787311911,0.0050601663247118,0.6399620117460916,0.7747192233663036,0.5098970968486671
tt0096895,GORDON,0.8642339907912366,0.7837566033526625,0.3658569826597560,0.6120603532020408,0.3296248240306604,0.5313294063170958,0.5556209576845856,0.7477591363633731,0.6208870237322466,0.4847176489365981
tt0096895,GRISSOM,0.9445977133310108,0.7995618353292379,0.2730927807706944,0.5999039129393444,0.6489094440625014,0.5680692115816586,0.2868958803335459,0.7198374486746375,0.7845623938017157,0.5117695236660273
tt0096895,JACK,0.9675825744325819,0.8076012572944478,0.0114632550523164,0.5219590615789389,0.3744193179403105,0.5367189651602930,0.2157387886647011,0.7109248846345859,0.4274660923764871,0.4570594018788607
tt0096895,JOKER,0.9672720262670098,0.8074651260165234,0.1227066878700265,0.5738747577738175,0.1325550369985986,0.5012778861793735,0.1509169282294728,0.7011515037035336,0.6246955259508397,0.4852827901927966
tt0096895,KNOX,0.9709424573486458,0.8091475891409047,0.2303481074805747,0.5936440054121999,0.8375758796466044,0.5949400061696158,0.7265569009264065,0.7661478772954946,0.5920559896270784,0.4804912162997548
tt0096895,NICK,0.9711827148936036,0.8092637499942072,0.0297467013517022,0.5401549483763052,0.6883867825099247,0.5729289400751842,0.0011986577325858,0.6215032003817477,0.7464755262497555,0.5047650472097587
tt0096895,VICKI,0.9131420135147618,0.7920837151967902,0.0698706217421897,0.5591738795952325,0.2459274684642935,0.5203336149907888,0.8133342251644231,0.7775899385427584,0.2757966193650481,0.4338034998651721
